date,sales
2012-09-11,20051.192915164764
2012-09-12,20099.778413978787
2012-09-13,20084.94997776513
2012-09-14,20065.684667839105
2012-09-15,20065.991486969426
2012-09-16,20094.295375054477
2012-09-17,20131.92649235409
2012-09-18,20059.88760112771
2012-09-19,20193.455280504477
2012-09-20,20214.199867644067
2012-09-21,20288.515801037458
2012-09-22,20228.17703158966
2012-09-23,20281.217179560925
2012-09-24,20079.225504466733
2012-09-25,20090.405525015813
2012-09-26,20005.493419429415
2012-09-27,19843.476546237158
2012-09-28,19984.853666466523
2012-09-29,20057.01486856683
2012-09-30,20243.7363101363
2012-10-01,20399.58248214478
2012-10-02,20219.65991325269
2012-10-03,20404.14277163365
2012-10-04,20493.214425528935
2012-10-05,20475.805575433424
2012-10-06,20514.68669322922
2012-10-07,20475.370787516746
2012-10-08,20538.450617515304
2012-10-09,20374.718404678206
2012-10-10,20503.805303404646
2012-10-11,20506.879438489737
2012-10-12,20375.01162866764
2012-10-13,20361.18614306499
2012-10-14,20442.898008233577
2012-10-15,20430.938293012478
2012-10-16,20383.411980974113
2012-10-17,20307.406135373603
2012-10-18,20455.339572135068
2012-10-19,20456.981810475383
2012-10-20,20436.423228127427
2012-10-21,20586.076758197527
2012-10-22,20426.242156932407
2012-10-23,20389.459116792437
2012-10-24,20568.889618247125
2012-10-25,20605.742003297328
2012-10-26,20419.169102442775
2012-10-27,20564.19610127555
2012-10-28,20374.32033487758
2012-10-29,20536.28713679407
2012-10-30,20506.116632356367
2012-10-31,20649.450458808777
2012-11-01,20793.86121481072
2012-11-02,20973.697774031836
2012-11-03,20912.629348049886
2012-11-04,20875.15067823032
2012-11-05,20960.5822160375
2012-11-06,21021.575011256187
2012-11-07,21202.35644202195
2012-11-08,21017.79668357055
2012-11-09,21149.311297676293
2012-11-10,21318.19730790848
2012-11-11,21296.886486696854
2012-11-12,21137.24788493317
2012-11-13,21041.777755921576
2012-11-14,20864.06312919608
2012-11-15,20684.66057762168
2012-11-16,20571.32467710673
2012-11-17,20394.895631912666
2012-11-18,20558.277464928095
2012-11-19,20399.55582950205
2012-11-20,20471.375090474583
2012-11-21,20414.573121747195
2012-11-22,20337.030326046985
2012-11-23,20530.005169473974
2012-11-24,20337.90186996434
2012-11-25,20375.61875309364
2012-11-26,20265.643077353776
2012-11-27,20466.80988360118
2012-11-28,20624.46337238577
2012-11-29,20761.91092000117
2012-11-30,20670.27720325898
2012-12-01,20626.931692356127
2012-12-02,20831.67860243316
2012-12-03,20829.099251123527
2012-12-04,20916.220213151628
2012-12-05,21019.481464144006
2012-12-06,20857.477801105477
2012-12-07,20753.575847979384
2012-12-08,20589.784058861416
2012-12-09,20650.544902093698
2012-12-10,20610.45907143805
2012-12-11,20579.42648602541
2012-12-12,20522.571477864494
2012-12-13,20599.091215264933
2012-12-14,20714.551285654263
2012-12-15,20700.05276039537
2012-12-16,20673.179732855286
2012-12-17,20475.685660775114
2012-12-18,20280.306639691164
2012-12-19,20279.00938831939
2012-12-20,20369.63639275179
2012-12-21,20319.019142314886
2012-12-22,20278.658505250867
2012-12-23,20274.027274167252
2012-12-24,20458.080261495455
2012-12-25,20642.913326388
2012-12-26,20454.357101532554
2012-12-27,20602.393690611814
2012-12-28,20743.01907754708
2012-12-29,20686.75797669559
2012-12-30,20658.478573990236
2012-12-31,20491.13881374012
2013-01-01,20576.35299127855
2013-01-02,20395.349824255743
2013-01-03,20248.918624077174
2013-01-04,20422.138951837616
2013-01-05,20585.3340372819
2013-01-06,20780.100860324415
2013-01-07,20918.455026299784
2013-01-08,21076.179882587923
2013-01-09,20956.03668121423
2013-01-10,21085.75692478578
2013-01-11,21268.757965215333
2013-01-12,21185.78606700963
2013-01-13,21367.073397600354
2013-01-14,21201.761673987436
2013-01-15,21136.05395436624
2013-01-16,21074.29430842461
2013-01-17,21240.67443787947
2013-01-18,21088.18380873793
2013-01-19,21287.721445918734
2013-01-20,21114.674806031533
2013-01-21,20995.67622922722
2013-01-22,20947.188373943114
2013-01-23,20794.714806443786
2013-01-24,20620.23072166554
2013-01-25,20760.86770166474
2013-01-26,20612.788025475234
2013-01-27,20796.12947412248
2013-01-28,20761.322780781087
2013-01-29,20715.51491504384
2013-01-30,20515.306089069734
2013-01-31,20714.67365111537
2013-02-01,20583.976347433294
2013-02-02,20490.171021996943
2013-02-03,20478.89613887617
2013-02-04,20676.883385624864
2013-02-05,20623.878141591
2013-02-06,20495.99217503531
2013-02-07,20665.405095790262
2013-02-08,20741.34164186734
2013-02-09,20904.821991070505
2013-02-10,21027.711471456085
2013-02-11,20898.281167024335
2013-02-12,20862.312183715156
2013-02-13,21046.578388767753
2013-02-14,21055.971744946666
2013-02-15,21043.294724917843
2013-02-16,21015.73663280557
2013-02-17,21211.234239620466
2013-02-18,21358.926927126966
2013-02-19,21484.302847863306
2013-02-20,21536.924470220874
2013-02-21,21473.76846431612
2013-02-22,21390.512196530904
2013-02-23,21349.3862838604
2013-02-24,21265.27299592538
2013-02-25,21438.191762278875
2013-02-26,21422.159335442702
2013-02-27,21235.011135366305
2013-02-28,21268.771520057955
2013-03-01,21247.272754754442
2013-03-02,21332.269669240795
2013-03-03,21421.271995291452
2013-03-04,21527.344788850038
2013-03-05,21614.90922037441
2013-03-06,21444.621437907565
2013-03-07,21414.175635313706
2013-03-08,21297.640799542252
2013-03-09,21365.970295106155
2013-03-10,21396.814909582714
2013-03-11,21362.999839016553
2013-03-12,21346.08511456309
2013-03-13,21459.208366727817
2013-03-14,21575.43575133028
2013-03-15,21701.504345664584
2013-03-16,21850.076830684513
2013-03-17,21853.351275827914
2013-03-18,21809.779999633145
2013-03-19,21600.40842519636
2013-03-20,21581.654140343595
2013-03-21,21748.58868978277
2013-03-22,21885.969666381272
2013-03-23,21852.51744011356
2013-03-24,21675.0699270237
2013-03-25,21670.685120878126
2013-03-26,21844.785344514446
2013-03-27,21895.258681943254
2013-03-28,21970.245845351517
2013-03-29,21906.363299440727
2013-03-30,21691.29981405351
2013-03-31,21503.710074469876
2013-04-01,21613.894979925233
2013-04-02,21653.03698923707
2013-04-03,21477.890965603536
2013-04-04,21628.743357054816
2013-04-05,21744.670915121576
2013-04-06,21690.20208013049
2013-04-07,21840.64853563427
2013-04-08,21678.47104578231
2013-04-09,21478.29595594576
2013-04-10,21460.217994237915
2013-04-11,21540.922624620103
2013-04-12,21593.793456407402
2013-04-13,21457.099704845477
2013-04-14,21376.712213088747
2013-04-15,21189.667060892094
2013-04-16,21152.80474622439
2013-04-17,21319.165054989964
2013-04-18,21109.9404620498
2013-04-19,21011.1405664466
2013-04-20,20947.633222746117
2013-04-21,20985.7993406281
2013-04-22,21100.68099090617
2013-04-23,21297.26836120555
2013-04-24,21425.389105119528
2013-04-25,21419.822723356345
2013-04-26,21612.23904347501
2013-04-27,21458.011624954077
2013-04-28,21416.682449148804
2013-04-29,21347.927787693345
2013-04-30,21210.574173902638
2013-05-01,21170.042650975873
2013-05-02,21117.517873034183
2013-05-03,21182.27772764755
2013-05-04,21383.58728227653
2013-05-05,21318.12937243589
2013-05-06,21464.188910030123
2013-05-07,21626.913807091583
2013-05-08,21438.58128430496
2013-05-09,21556.46793124688
2013-05-10,21440.424610253533
2013-05-11,21467.023365688605
2013-05-12,21288.298662760768
2013-05-13,21310.684493685934
2013-05-14,21337.236483318804
2013-05-15,21158.555815235337
2013-05-16,20987.964963072656
2013-05-17,21033.048903578092
2013-05-18,21211.004075354853
2013-05-19,21239.83309461964
2013-05-20,21090.42143851906
2013-05-21,21030.99271449374
2013-05-22,21085.353371001813
2013-05-23,21168.44829834927
2013-05-24,21346.99590024169
2013-05-25,21346.707045717474
2013-05-26,21476.450647838894
2013-05-27,21511.30465288631
2013-05-28,21429.907932698527
2013-05-29,21267.203676735804
2013-05-30,21165.20159601065
2013-05-31,21342.15060767284
2013-06-01,21374.34144403441
2013-06-02,21569.20881613007
2013-06-03,21729.669611508518
2013-06-04,21870.207044013634
2013-06-05,22082.810129620466
2013-06-06,22127.674348266515
2013-06-07,22055.112101725677
2013-06-08,22263.713209858837
2013-06-09,22374.868745965865
2013-06-10,22350.704182376558
2013-06-11,22357.4802114853
2013-06-12,22488.124027106554
2013-06-13,22526.929018143685
2013-06-14,22438.020264996176
2013-06-15,22488.770996911288
2013-06-16,22525.858127221538
2013-06-17,22606.48834508236
2013-06-18,22776.298685483784
2013-06-19,22655.66717092701
2013-06-20,22856.95641253441
2013-06-21,22835.63594442113
2013-06-22,22796.165475160295
2013-06-23,22881.081629507942
2013-06-24,23099.799206287174
2013-06-25,23010.32534774476
2013-06-26,23184.562610882534
2013-06-27,23044.371327506193
2013-06-28,23263.565161380775
2013-06-29,23167.78573131749
2013-06-30,23291.518307987168
2013-07-01,23118.168182998354
2013-07-02,23216.03154730855
2013-07-03,23273.116932847133
2013-07-04,23166.905394032427
2013-07-05,23180.626820708243
2013-07-06,23197.866686754132
2013-07-07,23360.912751926076
2013-07-08,23472.079384944427
2013-07-09,23461.170748544762
2013-07-10,23680.534767572623
2013-07-11,23735.748387882915
2013-07-12,23845.21347816989
2013-07-13,23755.519946421162
2013-07-14,23645.67037584765
2013-07-15,23441.429799131325
2013-07-16,23384.283329411377
2013-07-17,23382.52398934897
2013-07-18,23546.578120373648
2013-07-19,23651.63206270818
2013-07-20,23809.89674976344
2013-07-21,23730.323299836684
2013-07-22,23767.99046096274
2013-07-23,23977.168249641018
2013-07-24,23913.496123565856
2013-07-25,23805.246855420603
2013-07-26,23652.288412160866
2013-07-27,23482.143528471053
2013-07-28,23474.080849463753
2013-07-29,23346.32110467913
2013-07-30,23435.794717531757
2013-07-31,23353.406730562663
2013-08-01,23307.671918574964
2013-08-02,23177.37972973616
2013-08-03,23047.188281734478
2013-08-04,22847.958603470965
2013-08-05,22777.377259886318
2013-08-06,22968.81777729169
2013-08-07,23085.98527770766
2013-08-08,23234.842773672506
2013-08-09,23093.237722255406
2013-08-10,23190.24662827776
2013-08-11,23089.38047423667
2013-08-12,23105.207605230455
2013-08-13,23303.110339025694
2013-08-14,23237.123278399293
2013-08-15,23027.517159522155
2013-08-16,23208.28388589139
2013-08-17,23431.00747551875
2013-08-18,23537.576225340526
2013-08-19,23347.009468869957
2013-08-20,23349.833553289645
2013-08-21,23309.418659197818
2013-08-22,23439.834030752285
2013-08-23,23376.663308275096
2013-08-24,23447.763790477245
2013-08-25,23578.082748017703
2013-08-26,23438.78064755152
2013-08-27,23361.129430120956
2013-08-28,23437.230495424832
2013-08-29,23448.432631342417
2013-08-30,23541.84872863623
2013-08-31,23746.889823010388
2013-09-01,23649.525394138986
2013-09-02,23820.975701907315
2013-09-03,23738.42660393753
2013-09-04,23579.51901750571
2013-09-05,23747.553300988588
2013-09-06,23721.799076782714
2013-09-07,23549.894436755447
2013-09-08,23678.267237415734
2013-09-09,23709.05285482953
2013-09-10,23690.754790504663
2013-09-11,23603.237496167792
2013-09-12,23408.35843892773
2013-09-13,23470.58704889674
2013-09-14,23654.95471618967
2013-09-15,23727.926873069155
2013-09-16,23905.023220537645
2013-09-17,23963.578646998867
2013-09-18,24177.64871843295
2013-09-19,24058.191878925394
2013-09-20,24104.519297380833
2013-09-21,24088.6125902455
2013-09-22,24096.03569388594
2013-09-23,24330.504107396315
2013-09-24,24127.740674228407
2013-09-25,24107.916467573596
2013-09-26,24051.625434288002
2013-09-27,24093.90737594029
2013-09-28,24331.154106200942
2013-09-29,24397.776281702278
2013-09-30,24190.98148118483
2013-10-01,24236.776340929704
2013-10-02,24265.88607154318
2013-10-03,24139.337453273198
2013-10-04,24292.102895204236
2013-10-05,24428.573372213134
2013-10-06,24202.804199611346
2013-10-07,24340.51217402961
2013-10-08,24479.787545259467
2013-10-09,24332.64523852946
2013-10-10,24377.292238165537
2013-10-11,24173.843871755147
2013-10-12,24239.978561566033
2013-10-13,24238.832914779025
2013-10-14,24092.028663195437
2013-10-15,24189.22566129323
2013-10-16,24090.146265519306
2013-10-17,24052.892942233557
2013-10-18,24149.98325583285
2013-10-19,24252.561064646718
2013-10-20,24344.103699447493
2013-10-21,24584.29420984015
2013-10-22,24627.388973530436
2013-10-23,24467.429777833233
2013-10-24,24347.06990429371
2013-10-25,24515.423524079823
2013-10-26,24511.856748875274
2013-10-27,24333.936768509753
2013-10-28,24189.87760811889
2013-10-29,24102.16257312175
2013-10-30,24198.078097376132
2013-10-31,24239.88883777078
2013-11-01,24272.260509643835
2013-11-02,24149.561582456365
2013-11-03,23921.145103526433
2013-11-04,23895.145572610265
2013-11-05,23792.292112040454
2013-11-06,23632.1576518275
2013-11-07,23532.30591134891
2013-11-08,23644.59135886842
2013-11-09,23507.986255919513
2013-11-10,23405.91646409722
2013-11-11,23436.329933669338
2013-11-12,23476.730094187827
2013-11-13,23527.425428238323
2013-11-14,23443.220826296176
2013-11-15,23643.886541831653
2013-11-16,23690.57058250609
2013-11-17,23528.818795459654
2013-11-18,23435.087863319757
2013-11-19,23525.909447877948
2013-11-20,23340.703350120988
2013-11-21,23164.48873346258
2013-11-22,23200.448082710504
2013-11-23,23371.430876654766
2013-11-24,23538.721420940554
2013-11-25,23600.49844971446
2013-11-26,23771.115361588378
2013-11-27,23600.51930628172
2013-11-28,23448.82588943518
2013-11-29,23538.36090078646
2013-11-30,23683.70520599752
2013-12-01,23860.36365747835
2013-12-02,23972.05133661876
2013-12-03,23959.8809218257
2013-12-04,23762.051560478118
2013-12-05,23530.53298347482
2013-12-06,23575.742924609247
2013-12-07,23504.899809802708
2013-12-08,23412.168332074467
2013-12-09,23370.3555829994
2013-12-10,23471.494040185346
2013-12-11,23673.30602149803
2013-12-12,23534.798107601484
2013-12-13,23530.03090446503
2013-12-14,23645.229381426936
2013-12-15,23862.64080829111
2013-12-16,24094.18007427816
2013-12-17,24180.82416588106
2013-12-18,24402.966391456135
2013-12-19,24594.78966978847
2013-12-20,24522.138397667848
2013-12-21,24672.72918455167
2013-12-22,24767.45748680656
2013-12-23,25007.280572061914
2013-12-24,25154.620919356585
2013-12-25,25016.664975688986
2013-12-26,25193.238367224327
2013-12-27,25197.093303281177
2013-12-28,25340.26304675751
2013-12-29,25363.226616813296
2013-12-30,25146.174485689004
2013-12-31,25030.60891064182
2014-01-01,25133.323151969038
2014-01-02,25298.65528652486
2014-01-03,25052.654652007015
2014-01-04,25281.34579041929
2014-01-05,25366.62585426823
2014-01-06,25197.530523267553
2014-01-07,24978.504695005813
2014-01-08,25131.71727993081
2014-01-09,25235.29619481257
2014-01-10,25429.350644788738
2014-01-11,25674.264339745456
2014-01-12,25524.631925667476
2014-01-13,25328.737486930302
2014-01-14,25248.962140677995
2014-01-15,25281.126739561838
2014-01-16,25409.666109161262
2014-01-17,25453.437520012303
2014-01-18,25360.199033305307
2014-01-19,25330.548752258488
2014-01-20,25430.112209422598
2014-01-21,25193.32176639527
2014-01-22,25299.81061442425
2014-01-23,25278.654077449144
2014-01-24,25424.907036001317
2014-01-25,25431.640321706273
2014-01-26,25563.852296100027
2014-01-27,25424.92888730294
2014-01-28,25647.88614210824
2014-01-29,25495.84132687177
2014-01-30,25454.143911354535
2014-01-31,25414.558598098818
2014-02-01,25403.996928521603
2014-02-02,25348.696860680993
2014-02-03,25451.728817601568
2014-02-04,25240.328889889144
2014-02-05,25450.783483373336
2014-02-06,25636.089061419974
2014-02-07,25524.450709919343
2014-02-08,25593.40816416874
2014-02-09,25411.230211997063
2014-02-10,25612.044275194356
2014-02-11,25759.197817993045
2014-02-12,25947.15083246684
2014-02-13,25963.488505906906
2014-02-14,26021.12186077031
2014-02-15,25881.30877505737
2014-02-16,26113.503889104395
2014-02-17,26213.11011780269
2014-02-18,26064.997975730894
2014-02-19,25842.95504802336
2014-02-20,26085.961397728777
2014-02-21,26159.59934740133
2014-02-22,26363.597545135162
2014-02-23,26443.101317219884
2014-02-24,26298.641274095455
2014-02-25,26451.093739473134
2014-02-26,26336.01360821057
2014-02-27,26542.266303310193
2014-02-28,26782.926770704955
2014-03-01,26609.95258996124
2014-03-02,26373.493811355118
2014-03-03,26405.23783116515
2014-03-04,26322.573042058633
2014-03-05,26290.09703701331
2014-03-06,26494.835557884282
2014-03-07,26587.690723755546
2014-03-08,26429.186950588388
2014-03-09,26329.660091336533
2014-03-10,26489.960292690543
2014-03-11,26265.948708137927
2014-03-12,26345.536194121196
2014-03-13,26407.009201834695
2014-03-14,26423.764527816533
2014-03-15,26459.371661218116
2014-03-16,26421.36751275909
2014-03-17,26672.016511204074
2014-03-18,26738.08280166397
2014-03-19,26964.82120362108
2014-03-20,27080.385816015343
2014-03-21,27230.69542524872
2014-03-22,27475.670270190418
2014-03-23,27712.66427401938
2014-03-24,27565.193344849777
2014-03-25,27469.118718779508
2014-03-26,27677.57190319665
2014-03-27,27716.13447576641
2014-03-28,27863.134116952075
2014-03-29,27846.768753216344
2014-03-30,27848.78920177096
2014-03-31,27995.12547612012
2014-04-01,27744.829533731296
2014-04-02,27896.787950676546
2014-04-03,27867.842672578656
2014-04-04,28145.28566802365
2014-04-05,28184.48887178497
2014-04-06,27950.80604767106
2014-04-07,27966.487493925328
2014-04-08,27840.1681278387
2014-04-09,27988.204995417836
2014-04-10,27755.230766972032
2014-04-11,27644.81925665149
2014-04-12,27728.266264699007
2014-04-13,27870.39931207501
2014-04-14,27748.63657289011
2014-04-15,27805.287380142865
2014-04-16,27786.29917308215
2014-04-17,27561.183756181246
2014-04-18,27720.94038571406
2014-04-19,27622.653222443045
2014-04-20,27647.833165636046
2014-04-21,27918.40243665791
2014-04-22,27949.377070298473
2014-04-23,27920.356734534522
2014-04-24,28195.953036224197
2014-04-25,28463.815099085405
2014-04-26,28343.043119457227
2014-04-27,28240.29585114627
2014-04-28,28369.434123728963
2014-04-29,28348.514475303637
2014-04-30,28369.64630228829
2014-05-01,28447.568943810275
2014-05-02,28566.597448871617
2014-05-03,28652.669424954656
2014-05-04,28724.65882261278
2014-05-05,28985.673854123954
2014-05-06,29045.50526351711
2014-05-07,29098.938413495613
2014-05-08,28843.813949739826
2014-05-09,28875.44777062779
2014-05-10,28962.78546250137
2014-05-11,28880.36088529595
2014-05-12,28658.295782967976
2014-05-13,28395.84926676399
2014-05-14,28239.840823053135
2014-05-15,28054.423553922043
2014-05-16,28010.399329869953
2014-05-17,28072.728126084436
2014-05-18,28122.152907326617
2014-05-19,28029.850675814538
2014-05-20,28214.80869304403
2014-05-21,28379.94435721612
2014-05-22,28649.410003755263
2014-05-23,28513.461407265775
2014-05-24,28538.85833936197
2014-05-25,28575.252889963685
2014-05-26,28720.24258946887
2014-05-27,28918.879706347998
2014-05-28,28757.966008869957
2014-05-29,29010.233060409846
2014-05-30,29169.97417117312
2014-05-31,29240.48982450897
2014-06-01,29272.062224239187
2014-06-02,29447.817144092445
2014-06-03,29207.39388203219
2014-06-04,29117.65019357832
2014-06-05,28964.684422077822
2014-06-06,29083.542288692675
2014-06-07,28835.40193996545
2014-06-08,29122.2068567747
2014-06-09,29374.529186856435
2014-06-10,29120.23086195743
2014-06-11,29242.377721260807
2014-06-12,29317.693844761758
2014-06-13,29168.02624865826
2014-06-14,29272.42711563891
2014-06-15,29082.765537296378
2014-06-16,29178.651548665028
2014-06-17,29131.46389452601
2014-06-18,29064.197571242334
2014-06-19,28875.073104232164
2014-06-20,28779.806395988096
2014-06-21,28660.01605665819
2014-06-22,28537.367232517176
2014-06-23,28482.464764221368
2014-06-24,28620.414058965813
2014-06-25,28397.39436019703
2014-06-26,28520.310196126586
2014-06-27,28261.211035673143
2014-06-28,28132.351785386967
2014-06-29,27996.11443215486
2014-06-30,28202.857347417055
2014-07-01,27976.90571914475
2014-07-02,28209.57523953263
2014-07-03,28154.125220765876
2014-07-04,28211.410110733235
2014-07-05,28019.516237240437
2014-07-06,28128.757522167463
2014-07-07,27925.189410954325
2014-07-08,27793.174115994487
2014-07-09,27593.028414954555
2014-07-10,27410.708823607263
2014-07-11,27591.324829516514
2014-07-12,27773.565891334096
2014-07-13,28048.219428652457
2014-07-14,28008.46410666645
2014-07-15,28132.607874049118
2014-07-16,28397.67447782395
2014-07-17,28637.325923372722
2014-07-18,28563.694902498893
2014-07-19,28298.760116605667
2014-07-20,28095.582098834875
2014-07-21,27819.463176325193
2014-07-22,27856.146047795148
2014-07-23,27881.976332461843
2014-07-24,28096.96798757024
2014-07-25,27928.890784515694
2014-07-26,27753.41404287669
2014-07-27,27921.094070791245
2014-07-28,27847.948197893726
2014-07-29,27862.554408240718
2014-07-30,27619.263773450406
2014-07-31,27811.49050575794
2014-08-01,27612.241225366735
2014-08-02,27385.71412326497
2014-08-03,27309.19305804921
2014-08-04,27423.919480881916
2014-08-05,27280.698679891353
2014-08-06,27470.53279917114
2014-08-07,27392.989818618007
2014-08-08,27304.79925993976
2014-08-09,27560.843041112017
2014-08-10,27525.24334598493
2014-08-11,27689.695824586106
2014-08-12,27779.270867344145
2014-08-13,27672.669091692733
2014-08-14,27879.248634782714
2014-08-15,28155.043663348257
2014-08-16,28171.451430221357
2014-08-17,27920.16961721314
2014-08-18,27703.17469785556
2014-08-19,27662.793419932685
2014-08-20,27881.44314079014
2014-08-21,27880.120761440954
2014-08-22,27624.24753711916
2014-08-23,27643.149128389185
2014-08-24,27863.31037830414
2014-08-25,28136.59022006359
2014-08-26,28237.08015471004
2014-08-27,28223.80855357668
2014-08-28,28144.079061627115
2014-08-29,28319.313216811814
2014-08-30,28062.758710274917
2014-08-31,28178.760112214903
2014-09-01,27970.49448032659
2014-09-02,27763.3617200409
2014-09-03,27840.497515529398
2014-09-04,27686.461198974783
2014-09-05,27508.35210728426
2014-09-06,27353.16204028991
2014-09-07,27574.749429767988
2014-09-08,27404.91576638062
2014-09-09,27591.168557669644
2014-09-10,27607.093163056074
2014-09-11,27759.77283173705
2014-09-12,27744.703457770207
2014-09-13,27820.25399649855
2014-09-14,27550.953825557066
2014-09-15,27583.13090083018
2014-09-16,27858.290550925347
2014-09-17,27633.0083026478
2014-09-18,27842.578333739904
2014-09-19,27631.628807002853
2014-09-20,27383.763649903267
2014-09-21,27259.816952765646
2014-09-22,27237.625968338303
2014-09-23,27379.480061842947
2014-09-24,27526.255590911303
2014-09-25,27566.065384670757
2014-09-26,27771.161517276778
2014-09-27,27643.86864189144
2014-09-28,27903.452261288574
2014-09-29,27698.996112142053
2014-09-30,27775.121141712076
2014-10-01,27547.223320706325
2014-10-02,27362.08223073751
2014-10-03,27368.215274682218
2014-10-04,27266.2427470473
2014-10-05,27330.11638076357
2014-10-06,27167.45434534569
2014-10-07,27141.00862827699
2014-10-08,27170.836282060416
2014-10-09,26946.169238838764
2014-10-10,26863.184567727876
2014-10-11,26939.288091856066
2014-10-12,27123.732225548072
2014-10-13,27136.391160748706
2014-10-14,27407.59849616703
2014-10-15,27431.510127911173
2014-10-16,27633.63540071637
2014-10-17,27369.936096007907
2014-10-18,27338.294952765187
2014-10-19,27426.73697164457
2014-10-20,27325.684742642305
2014-10-21,27375.047560910207
2014-10-22,27633.987173625548
2014-10-23,27888.838892925865
2014-10-24,27629.40202087777
2014-10-25,27772.055213870895
2014-10-26,27828.130421541147
2014-10-27,27817.068158434016
2014-10-28,27784.042004283903
2014-10-29,27643.012186417804
2014-10-30,27654.260942219636
2014-10-31,27648.599570920745
2014-11-01,27655.181392583476
2014-11-02,27931.12610899176
2014-11-03,27994.09902232342
2014-11-04,28210.129550194244
2014-11-05,28044.222700182552
2014-11-06,28133.505612052468
2014-11-07,27951.56243598672
2014-11-08,27958.88657258925
2014-11-09,27858.559905570775
2014-11-10,28010.87575217613
2014-11-11,28237.84256536746
2014-11-12,28400.448650427163
2014-11-13,28402.97212427327
2014-11-14,28495.016566882663
2014-11-15,28223.253396869597
2014-11-16,28310.40623463861
2014-11-17,28383.984663307878
2014-11-18,28553.06314829263
2014-11-19,28291.262626661744
2014-11-20,28100.467369761223
2014-11-21,28261.85600003111
2014-11-22,28470.18668551757
2014-11-23,28752.446569737745
2014-11-24,28758.512371610246
2014-11-25,28609.503560449863
2014-11-26,28403.801550622567
2014-11-27,28250.36133682925
2014-11-28,28039.564439383063
2014-11-29,28223.638883944528
2014-11-30,28201.458936205905
2014-12-01,28289.459366253523
2014-12-02,28029.775851667495
2014-12-03,27778.947258212072
2014-12-04,27811.92595009969
